"FileID","Target","TargetType","PrimeSpan20","PrimeSpan7","CorpusExample"
"K61","friendly","analytic","none","none","to/TO0 do/VDI in/PRP the/AT0 third/ORD division/NN1 ./PUN I/PNP was/VBD just/AV0 discussing/VVG this/DT0 last/ORD night/NN1 ,/PUN but/CJC they/PNP used/VM0 to/TO0 be/VBI more/AV0 friendly/AJ0"
"CD2","angry","analytic","none","none","why/AVQ I/PNP married/VVN her/PNP ./PUN It/PNP does/VDZ not/XX0 matter/VVI ,/PUN accordingly/AV0 ./PUN When/CJS you/PNP went/VVD ,/PUN I/PNP was/VBD angry/AJ0 ;/PUN more/DT0 angry/AJ0"
"A11","risky","analytic","none","none","was/VBD able/AJ0 to/TO0 phase/NN1-VVB out/AVP many/DT0 of/PRF its/DPS old/AJ0 life-expired/AJ0 Mk/NP0 1/CRD coaches/NN2 ./PUN Meeting/VVG the/AT0 coach/NN1 competition/NN1 necessitated/VVD a/AT0 more/AV0 risky/AJ0"
"KRT","risky","analytic","none","none","it/PNP would/VM0 be/VBI different/AJ0 ./PUN I/PNP think/VVB even/AV0 a/AT0 week/NN1 after/CJS we/PNP 've/VHB got/VVN back/AVP I/PNP think/VVB it/PNP 's/VBZ slightly/AV0 more/AV0 risky/AJ0"
"KRG","friendly","analytic","none","none","to/TO0 communicate/VVI with/PRP a/AT0 computer/NN1 ./PUN Well/AV0 these/DT0 are/VBB just/AV0 some/DT0 of/PRF the/AT0 ways/NN2 in/PRP which/DTQ computers/NN2 can/VM0 be/VBI made/VVN more/AV0 friendly/AJ0"
"CEY","angry","analytic","none","none","an/AT0 undignified/AJ0 situation/NN1 ./PUN Every/AT0 time/NN1 she/PNP missed/VVD the/AT0 ball/NN1 —/PUN which/DTQ was/VBD most/AV0 of/PRF the/AT0 time/NN1 —/PUN she/PNP became/VVD more/AV0 angry/AJ0"
"H9Y","sorry","analytic","none","none","‘/PUQ But/CJC ,/PUN I/PNP always/AV0 said/VVD it/PNP was/VBD a/AT0 possibility/NN1 —/PUN I/PNP did/VDD warn/VVI you/PNP —/PUN I/PNP could/VM0 n't/XX0 be/VBI more/AV0 sorry/AJ0"
"G07","angry","analytic","none","none","come/VVI to/PRP a/AT0 full/AJ0 stop/NN1 ,/PUN as/PRP if/CJS he/PNP 'd/VHD expected/VVN me/PNP to/TO0 react/VVI in/PRP-AVP some/DT0 other/AJ0 way/NN1 ./PUN Be/VBB more/AV0 angry/AJ0"
"HGD","angry","analytic","none","none","was/VBD a/AT0 stranger/NN1 to/PRP me/PNP and/CJC no/AT0 amount/NN1 of/PRF insisting/VVG will/VM0 alter/VVI that/DT0 ./PUN ’/PUQ Her/DPS own/DT0 pain/NN1 made/VVD her/PNP more/AV0 angry/AJ0"
"CD0","risky","analytic","none","none","may/VM0 be/VBI the/AT0 only/AJ0 factor/NN1 standing/VVG-NN1 between/PRP you/PNP and/CJC a/AT0 bad/AJ0 debt/NN1 ./PUN Giving/VVG credit/NN1 for/PRP extended/AJ0 periods/NN2 is/VBZ always/AV0 more/AV0 risky/AJ0"
"HGK","angry","analytic","none","none","me/PNP and/CJC helped/VVD me/PNP back/AVP ./PUN I/PNP had/VHD banged/VVN my/DPS head/NN1 badly/AV0 and/CJC it/PNP was/VBD bleeding/VVG-AJ0 but/CJC my/DPS father/NN1 was/VBD more/AV0 angry/AJ0"
"K1N","friendly","analytic","none","none","hostile/AJ0 because/CJS it/PNP goes/VVZ over/PRP-AVP the/AT0 heads/NN2 of/PRF the/AT0 directors/NN2 ./PUN A/AT0 white/AJ0 knight/NN1 could/VM0 come/VVI along/AVP and/CJC make/VVI a/AT0 more/AV0 friendly/AJ0"
"ARB","lively","analytic","none","none","details/NN2 of/PRF a/AT0 colleague/NN1 's/POS latest/AJS symptoms/NN2 ./PUN I/PNP wish/VVB he/PNP had/VHD n't/XX0 ./PUN THURSDAY/NP0 The/AT0 decks/NN2 are/VBB a/AT0 little/AV0 more/AV0 lively/AJ0"
"FRN","risky","analytic","none","none","incentives/NN2 to/TO0 do/VDI R&D/NN1 ./PUN What/DTQ is/VBZ more/AV0 ,/PUN the/AT0 ability/NN1 to/TO0 share/VVI risks/NN2 may/VM0 enable/VVI the/AT0 collective/NN1 to/TO0 contemplate/VVI more/AV0 risky/AJ0"
"HH0","empty","analytic","none","none","./PUN Ten/CRD minutes/NN2 deeper/AV0 into/PRP the/AT0 beige-carpeted/AJ0-NN1 maze/NN1 brings/VVZ me/PNP to/PRP nothing/PNI ./PUN Every/AT0 way/NN1 I/PNP look/VVB I/PNP see/VVB only/AV0 more/AV0 empty/AJ0"
"FEP","friendly","analytic","none","none","so/AV0 different/AJ0 from/PRP the/AT0 shy/AJ0 tittering/NN1-VVG behind/PRP shawls/NN2 that/CJT we/PNP had/VHD seen/VVN amongst/PRP the/AT0 Bugis/NN1 girls/NN2 ./PUN Bau-Bau/NN1 was/VBD infinitely/AV0 more/AV0 friendly/AJ0"
"AK2","sorry","analytic","none","none","people/NN0 together/AV0 ./PUN I/PNP am/VBB very/AV0 grateful/AJ0 for/PRP all/DT0 those/DT0 who/PNQ worked/VVD so/AV0 hard/AV0-AJ0 on/PRP my/DPS behalf/NN1 and/CJC I/PNP feel/VVB more/AV0 sorry/AJ0"
"FS6","lively","analytic","none","none","of/PRF course/NN1 ,/PUN be/VBI easily/AV0 compensated/VVN for/PRP by/PRP debate/NN1 and/CJC good/AJ0 intentions/NN2 ./PUN But/CJC at/PRP least/AV0 the/AT0 issue/NN1 is/VBZ now/AV0 more/AV0 lively/AJ0"
"AHA","lively","analytic","none","none","of/PRF dogs/NN2 and/CJC cats/NN2 ,/PUN Mary/NP0 kept/VVD a/AT0 fighting/NN1 cock/NN1 in/PRP her/DPS bedroom/NN1 ./PUN Perversely/AV0 ,/PUN these/DT0 early/AJ0 years/NN2 seem/VVB more/AV0 lively/AJ0"
"GX2","friendly","analytic","none","none","Walter/NP0 Walker/NP0 ,/PUN who/PNQ helped/VVD organise/VVI the/AT0 survey/NN1 ,/PUN explained/VVD-VVN ,/PUN ‘/PUQ Many/DT0 said/VVD that/CJT they/PNP wanted/VVD us/PNP to/TO0 be/VBI more/AV0 friendly/AJ0"
"CK0","friendly","analytic","none","none","./PUN She/PNP was/VBD in/PRP the/AT0 same/DT0 year/NN1 as/CJS Humber/NP0 ,/PUN and/CJC had/VHD the/AT0 same/DT0 brisk/AJ0 efficiency/NN1 ,/PUN but/CJC was/VBD much/AV0 more/AV0 friendly/AJ0"
"HPM","risky","analytic","none","none","not/XX0 between/PRP B/ZZ0 and/CJC moving/VVG-AJ0 objects/NN2 ,/PUN r(46)=0.14/UNC ./PUN The/AT0 first/ORD result/NN1-VVB ,/PUN that/CJT situations/NN2 with/PRP many/DT0 moving/AJ0 objects/NN2 feel/VVB more/AV0 risky/AJ0"
"A0D","friendly","analytic","none","none","more/AV0 ./PUN ’/PUQ ‘/PUQ Could/VM0 I/PNP have/VHI a/AT0 pair/NN0 of/PRF boots/NN2 ?/PUN ’/PUQ I/PNP asked/VVD ./PUN He/PNP was/VBD being/VBG much/AV0 more/AV0 friendly/AJ0"
"HRS","friendly","analytic","none","none","desk/NN1 currently/AV0 in/PRP the/AT0 library/NN1 will/VM0 merge/VVI ./PUN The/AT0 screens/NN2 should/VM0 be/VBI removed/VVN from/PRP the/AT0 reception/NN1 desk/NN1 to/TO0 make/VVI it/PNP more/AV0 friendly/AJ0"
"CB5","sorry","analytic","none","none","Mr/NP0 O'Farrell/NP0 ?/PUN ’/PUQ ‘/PUQ Well/AV0 ,/PUN now/AV0 ,/PUN ’/PUQ Sean/NP0 said/VVD ./PUN ‘/PUQ We/PNP all/DT0 know/VVB there/EX0 's/VBZ no/AT0 more/AV0 sorry/AJ0"
"HTG","lively","analytic","none","none","into/PRP a/AT0 reverie/NN1 ./PUN After/CJS-PRP a/AT0 few/DT0 moments/NN2 Milton/NP0 remarked/VVD ./PUN ‘/PUQ It/PNP sounds/VVZ extremely/AV0 pleasant/AJ0 ,/PUN sir/NN1 ./PUN Rather/AV0 more/AV0 lively/AJ0"
"CMK","risky","analytic","none","none",";/PUN whether/CJS you/PNP need/VVB to/TO0 go/VVI for/PRP absolute/AJ0 security/NN1 with/PRP every/AT0 penny/NN1 you/PNP have/VHB or/CJC whether/CJS you/PNP can/VM0 afford/VVI slightly/AV0 more/AV0 risky/AJ0"
"HTY","angry","analytic","none","none","offer/NN1 ,/PUN and/CJC the/AT0 cost/NN1 of/PRF each/DT0 ./PUN Her/DPS eyes/NN2 never/AV0 left/VVD-VVN his/DPS face/NN1 ./PUN He/PNP was/VBD becoming/VVG more/AV0 and/CJC more/AV0 angry/AJ0"
"FU1","angry","analytic","none","none","sex/NN1 ./PUN Therefore/AV0 it/PNP 's/VBZ not/XX0 necessary/AJ0 to/TO0 tell/VVI her/PNP about/PRP contraceptives/NN2 ./PUN And/CJC that/DT0 's/VBZ what/DTQ makes/VVZ them/PNP much/AV0 more/AV0 angry/AJ0"
"ACA","sorry","analytic","none","none","regret/VVI the/AT0 decision/NN1 we/PNP came/VVD to/PRP about/PRP Australia/NP0 …/PUN Goodbye/ITJ ,/PUN my/DPS sweet/AJ0 little/AJ0 sister/NN1 Alice/NP0 !/PUN I/PNP feel/VVB almost/AV0 more/AV0 sorry/AJ0"
"CDW","risky","analytic","none","none","personal/AJ0 responsibility/NN1 for/PRP one/PNI 's/POS actions/NN2 ./PUN By/PRP limited/AJ0 liability/NN1 the/AT0 state/NN1 is/VBZ encouraging/AJ0 management/NN1 to/TO0 use/VVI shareholder/NN1 funds/NN2 in/PRP more/AV0 risky/AJ0"
"HYS","lively","analytic","none","none",",/PUN yeah/ITJ that/DT0 's/VBZ right/AJ0 ,/PUN due/AJ0 to/PRP s/UNC lack/NN1 of/PRF infrastructure/NN1 in/PRP the/AT0 rural/AJ0 areas/NN2 ,/PUN it/PNP 's/VBZ much/AV0 more/AV0 lively/AJ0"
"G3R","lively","analytic","none","none","stepped/VVD-VVN out/AVP as/CJS best/AV0 they/PNP could/VM0 ./PUN At/PRP times/NN2 the/AT0 Crown/NN1 Prince/NN1 swapped/VVD the/AT0 staid/AJ0 dance/NN1 music/NN1 for/PRP rather/AV0 ,/PUN more/AV0 lively/AJ0"
"G4V","friendly","analytic","none","none","probably/AV0 get/VVI people/NN0 saying/VVG that/CJT their/DPS R/ZZ0 P/ZZ0 was/VBD prestigious/AJ0 but/CJC the/AT0 cockney/NN1 was/VBD sort/NN1 of/PRF more/AV0 you/PNP know/VVB y/UNC more/AV0 friendly/AJ0"
"K2N","friendly","analytic","none","none","than/CJS other/AJ0 resorts/NN2 ./PUN ‘/PUQ She/PNP thought/VVD she/PNP would/VM0 get/VVI more/AV0 for/PRP her/DPS money/NN1 and/CJC she/PNP felt/VVD it/PNP was/VBD a/AT0 more/AV0 friendly/AJ0"
"J3K","friendly","analytic","none","none","./PUN Key/NN1 said/VVD there/EX0 was/VBD untapped/AJ0 potential/NN1 for/PRP cycle/NN1 use/NN1-VVB to/TO0 grow/VVI if/CJS the/AT0 road/NN1 environment/NN1 is/VBZ to/TO0 be/VBI made/VVN more/AV0 friendly/AJ0"
"FYY","lively","analytic","none","none","in/PRP case/NN1 the/AT0 sight/NN1 of/PRF others/NN2 working/VVG made/VVD-VVN them/PNP feel/VVI weak/AJ0 ./PUN The/AT0 scene/NN1 in/PRP the/AT0 kitchens/NN2 had/VHD been/VBN considerably/AV0 more/AV0 lively/AJ0"
"J7E","friendly","analytic","none","none","the/AT0 appropriate/AJ0 merger/NN1 control/NN1-VVB authority/NN1 ./PUN In/PRP a/AT0 recommended/AJ0 offer/NN1 ,/PUN the/AT0 parties/NN2 and/CJC their/DPS advisers/NN2 will/VM0 co-operate/VVI on/PRP-AVP a/AT0 more/AV0 friendly/AJ0"
"FB1","lively","analytic","none","none","27,000/CRD a/AT0 decade/NN1 later/AV0 ,/PUN and/CJC their/DPS professional/AJ0 training/NN1 and/CJC competence/NN1 rose/VVD markedly/AV0 ./PUN Historical/AJ0 conferences/NN2 became/VVD regular/AJ0 and/CJC much/AV0 more/AV0 lively/AJ0"
"JST","friendly","analytic","none","none","He/PNP 's/VBZ Possibly/AV0 ./PUN Is/VBZ he/PNP just/AV0 opening/VVG up/AVP-PRP a/AT0 bad/AJ0 [unclear]/UNC ./PUN Open/UNC Trying/VVG to/TO0 be/VBI like/PRP on/PRP a/AT0 more/AV0 friendly/AJ0"
"BN3","angry","analytic","none","none","me/PNP …/PUN he/PNP was/VBD a/AT0 hooligan/NN1 ,/PUN a/AT0 no-gooder/AJ0 ,/PUN a/AT0 baitz/NN1 …/PUN ./PUN This/DT0 only/AV0 served/VVN to/TO0 make/VVI them/PNP more/AV0 angry/AJ0"
"G02","risky","analytic","none","none","use/NN1-VVB ./PUN I/PNP thought/VVD about/PRP the/AT0 gutter/NN1 outside/AV0 ,/PUN surely/AV0 less/AV0 obnoxious/AJ0 ,/PUN less/AV0 sacrilegious/AJ0 than/CJS in/PRP here/AV0 ./PUN But/CJC more/AV0 risky/AJ0"
"K59","lively","analytic","none","none","a/AT0 pair/NN0 of/PRF out/AVP of/PRF shape/NN1 knickers/NN2 ./PUN At/PRP least/AV0 (/PUL or/CJC is/VBZ it/PNP at/PRP most/DT0 ?/PUN )/PUR it/PNP looks/VVZ more/AV0 lively/AJ0"
"AB6","friendly","analytic","none","none","Chernobyl/NP0 ,/PUN had/VHD not/XX0 happened/VVN ,/PUN the/AT0 image/NN1 of/PRF civil/AJ0 nuclear/AJ0 power/NN1 would/VM0 (/PUL or/CJC should/VM0 )/PUR have/VHB assumed/VVN a/AT0 more/AV0 friendly/AJ0"
"BMM","angry","analytic","none","none","He/PNP told/VVD me/PNP to/TO0 leave/VVI the/AT0 track/NN1 ./PUN The/AT0 exchanges/NN2 were/VBD becoming/VVG quite/AV0 heated/AJ0 ./PUN I/PNP was/VBD getting/VVG more/AV0 and/CJC more/AV0 angry/AJ0"
"JYB","angry","analytic","none","none","Take/VVB a/AT0 sight/NN1 test/NN1-VVB ,/PUN ’/PUQ she/PNP advised/VVD tightly/AV0 ,/PUN and/CJC he/PNP flushed/VVD and/CJC apologised/VVD ,/PUN which/DTQ just/AV0 made/VVD-VVN her/PNP more/AV0 angry/AJ0"
"FEE","empty","analytic","none","none","and/CJC watch/VVI him/PNP produce/VVB the/AT0 belt/NN1 ,/PUN and/CJC although/CJS he/PNP seemed/VVD pleased/AJ0 enough/AV0 with/PRP it/PNP the/AT0 incident/NN1 left/VVD me/PNP even/AV0 more/AV0 empty/AJ0"
"K1X","lively","analytic","none","none","In/PRP the/AT0 second/ORD half/NN1 Hereford/NP0 shook/VVD themselves/PNX up/AVP ./PUN A/AT0 reshuffle/NN1 took/VVD Anderson/NP0 into/PRP midfield/NN1 and/CJC they/PNP looked/VVD a/AT0 lot/NN1 more/AV0 lively/AJ0"
"GXG","risky","analytic","none","none","than/CJS is/VBZ offered/VVN by/PRP the/AT0 draft/NN1 guidance/NN1 before/PRP-CJS improved/AJ0 efficiency/NN1 ,/PUN recycling/VVG-NN1 and/CJC use/NN1 of/PRF waste/NN1 —/PUN all/DT0 options/NN2 currently/AV0 more/AV0 risky/AJ0"
"A7J","lively","analytic","none","none","leaned/VVD his/DPS shoulder/NN1 against/PRP the/AT0 doorjamb/NN1 ,/PUN looking/VVG in/AVP at/PRP him/PNP ./PUN ‘/PUQ Ca/VM0 n't/XX0 you/PNP play/VVI something/PNI a/AT0 bit/NN1 more/AV0 lively/AJ0"
"FNU","friendly","analytic","none","none","her/PNP up/AVP ./PUN She/PNP was/VBD so/AV0 near/AJ0 to/PRP him/PNP that/CJT he/PNP had/VHD to/TO0 close/VVI his/DPS eyes/NN2 ./PUN Afterwards/AV0 she/PNP was/VBD more/AV0 friendly/AJ0"
"A68","friendly","analytic","none","none","what/DTQ Ramsey/NP0 did/VDD for/PRP the/AT0 conference/NN1 ./PUN In/PRP particular/AJ0 Ramsey/NP0 helped/VVD the/AT0 Anglo-Catholic/AJ0 members/NN2 of/PRF the/AT0 Conference/NN1 to/TO0 take/VVI a/AT0 more/AV0 friendly/AJ0"
"B34","lively","analytic","none","none","the/AT0 others/NN2 '/POS heads/NN2 ./PUN Free/AJ0 from/PRP outdated/AJ0 rules/NN2 regarding/PRP outdoor/AJ0 clothing/NN1 and/CJC morals/NN2 ,/PUN the/AT0 Lawrences/NP0 certainly/AV0 had/VHD a/AT0 more/AV0 lively/AJ0"
"G2B","lively","analytic","none","none","time/NN1 is/VBZ spent/VVN in/PRP the/AT0 water/NN1 learning/VVG-NN1 to/TO0 right/VVI a/AT0 capsized/AJ0 dinghy/NN1 ./PUN But/CJC this/DT0 leads/VVZ to/PRP local/AJ0 sailing/NN1 on/PRP more/AV0 lively/AJ0"
"FP0","friendly","analytic","none","none","me/PNP Berndt/NP0-NN1 ./PUN ’/PUQ The/AT0 old/AJ0 man/NN1 's/POS round/AJ0 face/NN1 hovered/VVD between/PRP a/AT0 smile/NN1 and/CJC a/AT0 leer/NN1 ./PUN ‘/PUQ Much/AV0 more/AV0 friendly/AJ0"
"H89","lively","analytic","none","none","dargahs-such/DT0 as/PRP that/DT0 which/DTQ grew/VVD up/AVP around/PRP the/AT0 grave/NN1 of/PRF the/AT0 saintly/AJ0 Emperor/NP0 Bahadur/NP0 Shah/NP0 I/CRD —/PUN could/VM0 be/VBI even/AV0 more/AV0 lively/AJ0"
"K96","angry","analytic","none","none","judicial/AJ0 reviews/NN2 is/VBZ unlimited/AJ0 ./PUN The/AT0 one/CRD group/NN1 capped/VVN by/PRP the/AT0 government/NN1 ,/PUN severely/AV0 disabled/AJ0 people/NN0 ,/PUN is/VBZ all/AV0 the/AT0 more/AV0 angry/AJ0"
"A2W","sorry","analytic","none","none","am/VBB sorry/AJ0 that/CJT John/NP0 Torode/NP0 (/PUL 3/CRD October/NP0 )/PUR found/VVD the/AT0 Salman/NP0 Rushdie/NP0 seminar/NN1 ‘/PUQ dispiriting/AJ0 ’/PUQ ,/PUN and/CJC even/AV0 more/AV0 sorry/AJ0"
"KB0","friendly","analytic","none","none","what/DTQ is/VBZ called/VVN integrated/AJ0 trading/NN1 ./PUN Personally/AV0 ,/PUN I/PNP prefer/VVB to/TO0 speak/VVI about/PRP learning/VVG-NN1 together/AV0 because/CJS I/PNP think/VVB it/PNP 's/VBZ more/AV0 friendly/AJ0"
"A24","friendly","analytic","none","none","Bradman/NP0-NN1 and/CJC Stuart/NP0 Lipton/NP0 who/PNQ build/VVB a/AT0 great/AJ0 deal/NN1 ./PUN Like/PRP Palumbo/NP0-NN1 ,/PUN they/PNP embody/VVB an/AT0 image/NN1 of/PRF developers/NN2 both/AV0 more/AV0 friendly/AJ0"
"FP3","friendly","analytic","none","none","old/AJ0 female/AJ0-NN1 eagle/NN1 speaking/VVG from/PRP the/AT0 darkness/NN1 near/PRP him/PNP ,/PUN repeating/VVG the/AT0 name/NN1 he/PNP had/VHD finally/AV0 spoken/VVN ./PUN She/PNP sounded/VVD more/AV0 friendly/AJ0"
"KE3","lively","analytic","none","none","you/PNP he/PNP 'll/VM0 change/VVI a/AT0 lot/NN1 ./PUN Oh/ITJ yes/ITJ as/CJS he/PNP gets/VVZ used/AJ0 to/PRP you/PNP Yeah/ITJ ./PUN he/PNP 'll/VM0 got/VVD-VVN more/AV0 lively/AJ0"
"CGU","empty","analytic","none","none","find/VVI that/CJT you/PNP are/VBB racking/VVG-NN1 as/CJS you/PNP knit/VVB ,/PUN which/DTQ will/VM0 break/VVI or/CJC damage/VVI the/AT0 needles/NN2 ./PUN You/PNP can/VM0 leave/VVI more/AV0 empty/AJ0"
"KRP","lively","analytic","none","none","local/AJ0 local/AJ0 affairs/NN2 ,/PUN since/CJS he/PNP 's/VHZ been/VBN editor/NN1 of/PRF the/AT0 Evening/NN1 News/NN1 I/PNP ,/PUN I/PNP ,/PUN I/PNP perceive/VVB a/AT0 more/AV0 lively/AJ0"
"KRL","friendly","analytic","none","none","Thatcher/NP0 's/POS attitude/NN1 to/PRP Europe/NP0 ,/PUN highly/AV0 sceptical/AJ0 ./PUN erm/UNC I/PNP think/VVB that/CJT perhaps/AV0 John/NP0 Major/NP0 might/VM0 be/VBI a/AT0 little/AV0 more/AV0 friendly/AJ0"
"GWG","angry","analytic","none","none","was/VBD angry/AJ0 that/CJT the/AT0 next/ORD day/NN1 's/POS Guardian/NN1 was/VBD to/TO0 carry/VVI a/AT0 damning/AJ0 review/NN1 of/PRF Etruscan/AJ0 Pots/NN2 Reconsidered/VVD-AJ0 ,/PUN and/CJC more/AV0 angry/AJ0"
"ART","lively","analytic","none","none","the/AT0 legendary/AJ0 Smiths/NP0 radio/NN1 sessions/NN2 ./PUN This/DT0 demand/NN1 from/PRP fans/NN2 also/AV0 highlights/VVZ the/AT0 fact/NN1 that/CJT those/DT0 sessions/NN2 contained/VVD a/AT0 far/AV0 more/AV0 lively/AJ0"
"AB6","friendly","analytic","none","none","Hitler/NP0 ,/PUN but/CJC he/PNP is/VBZ a/AT0 domestic/AJ0 tyrant/NN1 from/PRP whom/PNQ successive/AJ0 regimes/NN2 have/VHB sought/VVN to/TO0 escape/VVI by/PRP pushing/VVG south/NN1 to/PRP more/AV0 friendly/AJ0"
"HBH","friendly","analytic","none","none","supervisors/NN2 and/CJC even/AV0-AJ0 branch/VVB-NN1 manager/NN1 ,/PUN Neil/NP0 Gibson/NP0 got/VVD stuck/AJ0 in/AVP ./PUN The/AT0 Russians/NN2 and/CJC Ukrainians/NN2 could/VM0 n't/XX0 have/VHI been/VBN more/AV0 friendly/AJ0"
"K1W","friendly","analytic","none","none","which/DTQ survive/VVB until/PRP next/ORD year/NN1 ./PUN Voice/VVB-NN1 over/AVP But/CJC not/XX0 all/DT0 of/PRF them/PNP have/VHB to/TO0 be/VBI destroyed/VVN ./PUN Wasps/NN2 are/VBB more/AV0 friendly/AJ0"
"A61","lively","analytic","none","none","the/AT0 Eaglets/NP0 )/PUR ./PUN Very/AV0 good/AJ0 Piper/NP0-NN1 ,/PUN ’/PUQ responded/VVD the/AT0 Brigadier/NN1 ,/PUN ‘/PUQ but/CJC let's/VM0 have/VHI something/PNI a/AT0 little/AV0 more/AV0 lively/AJ0"
"HGK","friendly","analytic","none","none","own/DT0 ./PUN Next/ORD morning/NN1 Maggie/NP0 found/VVD Ana/NP0 in/PRP the/AT0 pool/NN1 ./PUN This/DT0 would/VM0 be/VBI a/AT0 very/AV0 good/AJ0 chance/NN1 to/TO0 get/VVI more/AV0 friendly/AJ0"
"G06","lively","analytic","none","none","will/VM0 soon/AV0 put/VVI the/AT0 roses/NN2 back/AVP in/PRP her/DPS cheeks/NN2 ./PUN ’/PUQ And/CJC for/PRP a/AT0 moment/NN1 despair/NN1 was/VBD overwhelmed/VVN by/PRP something/PNI more/AV0 lively/AJ0"
"HGV","friendly","analytic","none","none","to/TO0 eat/VVI afore/CJS you/PNP takes/VVZ to/PRP your/DPS bed/NN1 ?/PUN ’/PUQ ‘/PUQ Now/AV0 that/CJT ,/PUN ’/PUQ the/AT0 gentleman/NN1 said/VVD in/PRP-AVP a/AT0 more/AV0 friendly/AJ0"
"GXG","risky","analytic","none","none","than/CJS is/VBZ offered/VVN by/PRP the/AT0 draft/NN1 guidance/NN1 before/PRP-CJS improved/AJ0 efficiency/NN1 ,/PUN recycling/VVG-NN1 and/CJC use/NN1 of/PRF waste/NN1 —/PUN all/DT0 options/NN2 currently/AV0 more/AV0 risky/AJ0"
"HGV","angry","analytic","none","none",",/PUN so/CJS I/PNP said/VVD I/PNP 'd/VM0 lend/VVI you/PNP ./PUN ’/PUQ At/PRP first/ORD ,/PUN Theda/NP0 did/VDD not/XX0 know/VVI whether/CJS she/PNP was/VBD more/AV0 angry/AJ0"
"G0C","risky","analytic","none","none","small/AJ0 businesses/NN2 and/CJC ,/PUN as/CJS-PRP the/AT0 type/NN1 of/PRF support/NN1 is/VBZ very/AV0 often/AV0 a/AT0 last/ORD resource/NN1-VVB ,/PUN they/PNP must/VM0 be/VBI considered/VVN more/AV0 risky/AJ0"
"AR7","friendly","analytic","none","none","contact/NN1 ./PUN Walk/VVB-NN1 slowly/AV0 away/AV0 when/CJS it/PNP loses/VVZ interest/NN1 ./PUN ’/PUQ Peter/NP0 Maisey/NP0-NN1 of/PRF Cosham/NP0 ,/PUN Hants/NP0 ,/PUN has/VHZ a/AT0 more/AV0 friendly/AJ0"
"FS2","friendly","analytic","none","none","she/PNP was/VBD inside/PRP those/DT0 beautiful/AJ0 old/AJ0 walls/NN2 ,/PUN no/AT0 one/PNI knew/VVD where/AVQ she/PNP was/VBD ./PUN During/PRP that/DT0 week/NN1 she/PNP became/VVD more/AV0 friendly/AJ0"
"K21","angry","analytic","none","none","to/TO0 cut/VVI himself/PNX free/AJ0 ./PUN The/AT0 ex-soldier/NN1 has/VHZ been/VBN praised/VVN by/PRP police/NN2 for/PRP his/DPS bravery.This/NN0 he/PNP denies/VVZ saying/VVG he/PNP was/VBD more/AV0 angry/AJ0"
"AKD","empty","analytic","none","none","old/AJ0 team/NN1 ,/PUN David/NP0 Mellor/NP0 and/CJC Gillian/NP0 Shephard/NP0 have/VHB been/VBN wafted/VVN away/AV0 on/PRP promotion/NN1 ,/PUN and/CJC the/AT0 election/NN1 left/VVD two/CRD more/DT0 empty/AJ0"
"ECV","lively","analytic","none","none","confidence/NN1 about/PRP our/DPS own/DT0 group/NN1 ./PUN But/CJC to/TO0 see/VVI what/DTQ limitations/NN2 this/DT0 brings/VVZ ,/PUN we/PNP absolutely/AV0 need/VVB to/TO0 have/VHI a/AT0 more/AV0 lively/AJ0"
"HHB","friendly","analytic","none","none","a/AT0 matter/NN1 to/TO0 be/VBI rushed/VVN ./PUN Also/AV0 ,/PUN before/CJS she/PNP broached/VVD the/AT0 subject/NN1 ,/PUN she/PNP 'd/VM0 be/VBI wise/AJ0 to/TO0 become/VVI more/AV0 friendly/AJ0"
"CR8","risky","analytic","none","none","the/AT0 rights/NN2 to/TO0 screen/VVI the/AT0 films/NN2 ./PUN It/PNP may/VM0 take/VVI a/AT0 stake/NN1 in/PRP the/AT0 venture/NN1 ./PUN Shooting/VVG a/AT0 film/NN1 is/VBZ more/AV0 risky/AJ0"
"CBN","friendly","analytic","none","none","waking/VVG-NN1 in/PRP the/AT0 morning/NN1 to/TO0 find/VVI ‘/PUQ a/AT0 fellow/AJ0 creature/NN1 beside/PRP you/PNP ;/PUN it/PNP makes/VVZ the/AT0 world/NN1 look/VVI so/AV0 much/AV0 more/AV0 friendly/AJ0-NN1"
"EUY","lively","analytic","none","none","analyse/VVI cos/CJS we/PNP 've/VHB got/VVN some/DT0 goal/task/NN1 to/TO0 keep/VVI us/PNP lively/AJ0 ./PUN I/PNP do/VDB feel/VVI we/PNP could/VM0 be/VBI a/AT0 bit/NN1 more/AV0 lively/AJ0"
"AE0","sorry","analytic","none","none","Fräulein/NP0 Arandt/NP0 ,/PUN I/PNP am/VBB sorry/AJ0 you/PNP could/VM0 not/XX0 bring/VVI yourself/PNX to/TO0 tell/VVI me/PNP about/PRP your/DPS parents/NN2 ./PUN But/CJC much/AV0 more/AV0 sorry/AJ0"
"GWG","angry","analytic","none","none","come/VVI and/CJC go/VVI as/CJS she/PNP pleased/VVD and/CJC said/VVD an/AT0 old/AJ0 friend/NN1 had/VHD offered/VVN to/TO0 buy/VVI her/DPS supper/NN1 ./PUN Oliver/NP0 grew/VVD more/AV0 angry/AJ0"
"CJ9","risky","analytic","none","none","vagina/NN1 or/CJC anus/NN1 )/PUR ./PUN Cunnilingus/NP0-NN1 (/PUL a/AT0 man/NN1 or/CJC woman/NN1 tonguing/VVG a/AT0 woman/NN1 's/POS vagina/NN1 )/PUR ./PUN This/DT0 is/VBZ more/AV0 risky/AJ0"
