"Word","Little","Small","c","d","GStat","Association"
"firebomb",0,1,36444,31243,1.54618034049888,"small"
"firestorm",0,1,36444,31243,1.54618034049888,"small"
"first-mention",0,1,36444,31243,1.54618034049888,"small"
"fission",0,1,36444,31243,1.54618034049888,"small"
"fissure",0,1,36444,31243,1.54618034049888,"small"
"fit-up",0,1,36444,31243,1.54618034049888,"small"
"fitting",0,1,36444,31243,1.54618034049888,"small"
"fiumetto",0,1,36444,31243,1.54618034049888,"small"
"fixed-point",0,1,36444,31243,1.54618034049888,"small"
"flagstone",0,1,36444,31243,1.54618034049888,"small"
"flail",0,1,36444,31243,1.54618034049888,"small"
"flannelette",0,1,36444,31243,1.54618034049888,"small"
"flaw",0,1,36444,31243,1.54618034049888,"small"
"float",0,1,36444,31243,1.54618034049888,"small"
"float-plane",0,1,36444,31243,1.54618034049888,"small"
"floe",0,1,36444,31243,1.54618034049888,"small"
"floor",0,1,36444,31243,1.54618034049888,"small"
"flooring",0,1,36444,31243,1.54618034049888,"small"
"floristry",0,1,36444,31243,1.54618034049888,"small"
"flounder",0,1,36444,31243,1.54618034049888,"small"
"flower-pot",0,1,36444,31243,1.54618034049888,"small"
"flower-shape",0,1,36444,31243,1.54618034049888,"small"
"flowering",0,1,36444,31243,1.54618034049888,"small"
"flywheel",0,1,36444,31243,1.54618034049888,"small"
"foliage",0,1,36444,31243,1.54618034049888,"small"
"font",0,1,36444,31243,1.54618034049888,"small"
"footwork",0,1,36444,31243,1.54618034049888,"small"
"forcep",0,1,36444,31243,1.54618034049888,"small"
"foredeck",0,1,36444,31243,1.54618034049888,"small"
"forepaw",0,1,36444,31243,1.54618034049888,"small"
"foundry",0,1,36444,31243,1.54618034049888,"small"
"four-storey",0,1,36444,31243,1.54618034049888,"small"
"four-wheel-drive",0,1,36444,31243,1.54618034049888,"small"
"foyer",0,1,36444,31243,1.54618034049888,"small"
"fracture",0,1,36444,31243,1.54618034049888,"small"
"freehold",0,1,36444,31243,1.54618034049888,"small"
"frowsty",0,1,36444,31243,1.54618034049888,"small"
"fullerene",0,1,36444,31243,1.54618034049888,"small"
"funding",0,1,36444,31243,1.54618034049888,"small"
"funeral",0,1,36444,31243,1.54618034049888,"small"
"fur",0,1,36444,31243,1.54618034049888,"small"
"furniture-manufacturing",0,1,36444,31243,1.54618034049888,"small"
"fury",0,1,36444,31243,1.54618034049888,"small"
"gable",0,1,36444,31243,1.54618034049888,"small"
"gagauz",0,1,36444,31243,1.54618034049888,"small"
"gaggle",0,1,36444,31243,1.54618034049888,"small"
"gamma",0,1,36444,31243,1.54618034049888,"small"
"gantry",0,1,36444,31243,1.54618034049888,"small"
"gardener",0,1,36444,31243,1.54618034049888,"small"
"gas-ring",0,1,36444,31243,1.54618034049888,"small"
"gatehouse",0,1,36444,31243,1.54618034049888,"small"
"gateway",0,1,36444,31243,1.54618034049888,"small"
"gearing",0,1,36444,31243,1.54618034049888,"small"
"genome",0,1,36444,31243,1.54618034049888,"small"
"genre",0,1,36444,31243,1.54618034049888,"small"
"gentry",0,1,36444,31243,1.54618034049888,"small"
"gherkin",0,1,36444,31243,1.54618034049888,"small"
"giant",0,1,36444,31243,1.54618034049888,"small"
"gin",0,1,36444,31243,1.54618034049888,"small"
"glacier",0,1,36444,31243,1.54618034049888,"small"
"glass-partitioned",0,1,36444,31243,1.54618034049888,"small"
"glass-sided",0,1,36444,31243,1.54618034049888,"small"
"glasshouse",0,1,36444,31243,1.54618034049888,"small"
"glimmer",0,1,36444,31243,1.54618034049888,"small"
"glycoprotein",0,1,36444,31243,1.54618034049888,"small"
"gobbet",0,1,36444,31243,1.54618034049888,"small"
"goldeneye",0,1,36444,31243,1.54618034049888,"small"
"goldmine",0,1,36444,31243,1.54618034049888,"small"
"gondola",0,1,36444,31243,1.54618034049888,"small"
"goods",0,1,36444,31243,1.54618034049888,"small"
"goody",0,1,36444,31243,1.54618034049888,"small"
"gorilla",0,1,36444,31243,1.54618034049888,"small"
"gossan",0,1,36444,31243,1.54618034049888,"small"
"gothic-shaped",0,1,36444,31243,1.54618034049888,"small"
"gp",0,1,36444,31243,1.54618034049888,"small"
"gradation",0,1,36444,31243,1.54618034049888,"small"
"grade",0,1,36444,31243,1.54618034049888,"small"
"gradient",0,1,36444,31243,1.54618034049888,"small"
"granodiorite",0,1,36444,31243,1.54618034049888,"small"
"grape",0,1,36444,31243,1.54618034049888,"small"
"grass-covered",0,1,36444,31243,1.54618034049888,"small"
"grass-rosette",0,1,36444,31243,1.54618034049888,"small"
"grass-topped",0,1,36444,31243,1.54618034049888,"small"
"grassland",0,1,36444,31243,1.54618034049888,"small"
"gratin",0,1,36444,31243,1.54618034049888,"small"
"gravity",0,1,36444,31243,1.54618034049888,"small"
"gravy-coloured",0,1,36444,31243,1.54618034049888,"small"
"grayling",0,1,36444,31243,1.54618034049888,"small"
"grease-coated",0,1,36444,31243,1.54618034049888,"small"
"grease-laden",0,1,36444,31243,1.54618034049888,"small"
"greaseproof-paper",0,1,36444,31243,1.54618034049888,"small"
"greek-looking",0,1,36444,31243,1.54618034049888,"small"
"green-and-magnolia",0,1,36444,31243,1.54618034049888,"small"
"green-painted",0,1,36444,31243,1.54618034049888,"small"
"greengrocer",0,1,36444,31243,1.54618034049888,"small"
"grey-coated",0,1,36444,31243,1.54618034049888,"small"
"grimness",0,1,36444,31243,1.54618034049888,"small"
"ground-floor",0,1,36444,31243,1.54618034049888,"small"
"ground-living",0,1,36444,31243,1.54618034049888,"small"
"group/rest",0,1,36444,31243,1.54618034049888,"small"
"groupwork",0,1,36444,31243,1.54618034049888,"small"
"grower",0,1,36444,31243,1.54618034049888,"small"
"groyne",0,1,36444,31243,1.54618034049888,"small"
"guest-house",0,1,36444,31243,1.54618034049888,"small"
"gulley",0,1,36444,31243,1.54618034049888,"small"
"gymnasium",0,1,36444,31243,1.54618034049888,"small"
"gypsum",0,1,36444,31243,1.54618034049888,"small"
"hairdressing",0,1,36444,31243,1.54618034049888,"small"
"half-opened",0,1,36444,31243,1.54618034049888,"small"
"halfling",0,1,36444,31243,1.54618034049888,"small"
"hand-drawn",0,1,36444,31243,1.54618034049888,"small"
"hand-grip",0,1,36444,31243,1.54618034049888,"small"
"hand-rake",0,1,36444,31243,1.54618034049888,"small"
"handicap",0,1,36444,31243,1.54618034049888,"small"
"handmirror",0,1,36444,31243,1.54618034049888,"small"
"handpump",0,1,36444,31243,1.54618034049888,"small"
"handshaking",0,1,36444,31243,1.54618034049888,"small"
"handwriting",0,1,36444,31243,1.54618034049888,"small"
"hanger",0,1,36444,31243,1.54618034049888,"small"
"hanging-drop",0,1,36444,31243,1.54618034049888,"small"
"hard-core",0,1,36444,31243,1.54618034049888,"small"
"hardening",0,1,36444,31243,1.54618034049888,"small"
"harmonium",0,1,36444,31243,1.54618034049888,"small"
"hat-shop",0,1,36444,31243,1.54618034049888,"small"
"haw",0,1,36444,31243,1.54618034049888,"small"
"hawk",0,1,36444,31243,1.54618034049888,"small"
"hawthorn",0,1,36444,31243,1.54618034049888,"small"
"haystack",0,1,36444,31243,1.54618034049888,"small"
"headphone",0,1,36444,31243,1.54618034049888,"small"
"headquarters",0,1,36444,31243,1.54618034049888,"small"
"healthfood",0,1,36444,31243,1.54618034049888,"small"
"hebe",0,1,36444,31243,1.54618034049888,"small"
"herbal",0,1,36444,31243,1.54618034049888,"small"
"heritor",0,1,36444,31243,1.54618034049888,"small"
"herring",0,1,36444,31243,1.54618034049888,"small"
"hiatus",0,1,36444,31243,1.54618034049888,"small"
"hide",0,1,36444,31243,1.54618034049888,"small"
"hierarchy",0,1,36444,31243,1.54618034049888,"small"
"higher-pressure",0,1,36444,31243,1.54618034049888,"small"
"hit",0,1,36444,31243,1.54618034049888,"small"
"hob",0,1,36444,31243,1.54618034049888,"small"
"hob-nailed",0,1,36444,31243,1.54618034049888,"small"
"hobbit",0,1,36444,31243,1.54618034049888,"small"
"homeotherm",0,1,36444,31243,1.54618034049888,"small"
"homestead",0,1,36444,31243,1.54618034049888,"small"
"homunculi",0,1,36444,31243,1.54618034049888,"small"
"hopper",0,1,36444,31243,1.54618034049888,"small"
"horoscope",0,1,36444,31243,1.54618034049888,"small"
"horse-box",0,1,36444,31243,1.54618034049888,"small"
"horse-chestnut",0,1,36444,31243,1.54618034049888,"small"
"horse-shoe",0,1,36444,31243,1.54618034049888,"small"
"hot-air",0,1,36444,31243,1.54618034049888,"small"
"hotelier",0,1,36444,31243,1.54618034049888,"small"
"hotels/pension",0,1,36444,31243,1.54618034049888,"small"
"hours-of",0,1,36444,31243,1.54618034049888,"small"
"house-agent",0,1,36444,31243,1.54618034049888,"small"
"housegroup",0,1,36444,31243,1.54618034049888,"small"
"householder",0,1,36444,31243,1.54618034049888,"small"
"hovel",0,1,36444,31243,1.54618034049888,"small"
"humeral",0,1,36444,31243,1.54618034049888,"small"
"hungarian",0,1,36444,31243,1.54618034049888,"small"
"hunting-party",0,1,36444,31243,1.54618034049888,"small"
"hurricane",0,1,36444,31243,1.54618034049888,"small"
"husbandman",0,1,36444,31243,1.54618034049888,"small"
"hydrangea",0,1,36444,31243,1.54618034049888,"small"
"hydro",0,1,36444,31243,1.54618034049888,"small"
"ice-cream",0,1,36444,31243,1.54618034049888,"small"
"ice-lined",0,1,36444,31243,1.54618034049888,"small"
"idol",0,1,36444,31243,1.54618034049888,"small"
"implement",0,1,36444,31243,1.54618034049888,"small"
"importer",0,1,36444,31243,1.54618034049888,"small"
"impossibility",0,1,36444,31243,1.54618034049888,"small"
"imprint",0,1,36444,31243,1.54618034049888,"small"
"in-pond",0,1,36444,31243,1.54618034049888,"small"
"incinerary",0,1,36444,31243,1.54618034049888,"small"
"income-generating",0,1,36444,31243,1.54618034049888,"small"
"incursion",0,1,36444,31243,1.54618034049888,"small"
"indenture",0,1,36444,31243,1.54618034049888,"small"
"indies",0,1,36444,31243,1.54618034049888,"small"
"indulgence",0,1,36444,31243,1.54618034049888,"small"
"infarction",0,1,36444,31243,1.54618034049888,"small"
"information-technology",0,1,36444,31243,1.54618034049888,"small"
"inhabitant",0,1,36444,31243,1.54618034049888,"small"
"inpatient",0,1,36444,31243,1.54618034049888,"small"
"inroad",0,1,36444,31243,1.54618034049888,"small"
"insect-eating",0,1,36444,31243,1.54618034049888,"small"
"insectivore",0,1,36444,31243,1.54618034049888,"small"
"insolvency",0,1,36444,31243,1.54618034049888,"small"
"insurgent",0,1,36444,31243,1.54618034049888,"small"
"intarsia",0,1,36444,31243,1.54618034049888,"small"
"interim",0,1,36444,31243,1.54618034049888,"small"
"invagination",0,1,36444,31243,1.54618034049888,"small"
"invasion",0,1,36444,31243,1.54618034049888,"small"
"invitation",0,1,36444,31243,1.54618034049888,"small"
"ion",0,1,36444,31243,1.54618034049888,"small"
"iq",0,1,36444,31243,1.54618034049888,"small"
"iron-barred",0,1,36444,31243,1.54618034049888,"small"
"irregularity",0,1,36444,31243,1.54618034049888,"small"
"it",0,1,36444,31243,1.54618034049888,"small"
"ivy",0,1,36444,31243,1.54618034049888,"small"
"jest",0,1,36444,31243,1.54618034049888,"small"
"jigsaw",0,1,36444,31243,1.54618034049888,"small"
"jobbing",0,1,36444,31243,1.54618034049888,"small"
"journal",0,1,36444,31243,1.54618034049888,"small"
"jungle",0,1,36444,31243,1.54618034049888,"small"
"jutting",0,1,36444,31243,1.54618034049888,"small"
"karabiner",0,1,36444,31243,1.54618034049888,"small"
"kayak",0,1,36444,31243,1.54618034049888,"small"
"keg",0,1,36444,31243,1.54618034049888,"small"
"kernel",0,1,36444,31243,1.54618034049888,"small"
"key-ring",0,1,36444,31243,1.54618034049888,"small"
"khat",0,1,36444,31243,1.54618034049888,"small"
"kidney",0,1,36444,31243,1.54618034049888,"small"
"killing-group",0,1,36444,31243,1.54618034049888,"small"
"kiln",0,1,36444,31243,1.54618034049888,"small"
"kin",0,1,36444,31243,1.54618034049888,"small"
"kin-group",0,1,36444,31243,1.54618034049888,"small"
"kindergarten",0,1,36444,31243,1.54618034049888,"small"
"kindling",0,1,36444,31243,1.54618034049888,"small"
"kink",0,1,36444,31243,1.54618034049888,"small"
"kitchen-dresser",0,1,36444,31243,1.54618034049888,"small"
"knee-hole",0,1,36444,31243,1.54618034049888,"small"
"knocking",0,1,36444,31243,1.54618034049888,"small"
"komato",0,1,36444,31243,1.54618034049888,"small"
"komoto",0,1,36444,31243,1.54618034049888,"small"
"korai",0,1,36444,31243,1.54618034049888,"small"
"lab",0,1,36444,31243,1.54618034049888,"small"
"lacquer",0,1,36444,31243,1.54618034049888,"small"
"lag",0,1,36444,31243,1.54618034049888,"small"
"lakeland",0,1,36444,31243,1.54618034049888,"small"
"lamenting",0,1,36444,31243,1.54618034049888,"small"
"landholding",0,1,36444,31243,1.54618034049888,"small"
"lap-dog",0,1,36444,31243,1.54618034049888,"small"
"larch",0,1,36444,31243,1.54618034049888,"small"
"lasso",0,1,36444,31243,1.54618034049888,"small"
"latten",0,1,36444,31243,1.54618034049888,"small"
"laughter-line",0,1,36444,31243,1.54618034049888,"small"
"launch",0,1,36444,31243,1.54618034049888,"small"
"lavatory",0,1,36444,31243,1.54618034049888,"small"
"lay-by",0,1,36444,31243,1.54618034049888,"small"
"leatherbound",0,1,36444,31243,1.54618034049888,"small"
"lecturing",0,1,36444,31243,1.54618034049888,"small"
"leech",0,1,36444,31243,1.54618034049888,"small"
"leek",0,1,36444,31243,1.54618034049888,"small"
"lender",0,1,36444,31243,1.54618034049888,"small"
"lending",0,1,36444,31243,1.54618034049888,"small"
"lense",0,1,36444,31243,1.54618034049888,"small"
"leopard",0,1,36444,31243,1.54618034049888,"small"
"letter(s)",0,1,36444,31243,1.54618034049888,"small"
"letter-box",0,1,36444,31243,1.54618034049888,"small"
"letterbox",0,1,36444,31243,1.54618034049888,"small"
"lettering",0,1,36444,31243,1.54618034049888,"small"
"libation",0,1,36444,31243,1.54618034049888,"small"
"lido",0,1,36444,31243,1.54618034049888,"small"
"lierne",0,1,36444,31243,1.54618034049888,"small"
"lignite",0,1,36444,31243,1.54618034049888,"small"
"limy",0,1,36444,31243,1.54618034049888,"small"
"line-up",0,1,36444,31243,1.54618034049888,"small"
"lineage",0,1,36444,31243,1.54618034049888,"small"
"lintel",0,1,36444,31243,1.54618034049888,"small"
"litigant",0,1,36444,31243,1.54618034049888,"small"
"liver",0,1,36444,31243,1.54618034049888,"small"
"livingroom",0,1,36444,31243,1.54618034049888,"small"
"loass",0,1,36444,31243,1.54618034049888,"small"
"loca",0,1,36444,31243,1.54618034049888,"small"
"locahn",0,1,36444,31243,1.54618034049888,"small"
"locally-based",0,1,36444,31243,1.54618034049888,"small"
"lock-on",0,1,36444,31243,1.54618034049888,"small"
"lock-shop",0,1,36444,31243,1.54618034049888,"small"
"lock-up",0,1,36444,31243,1.54618034049888,"small"
"locker",0,1,36444,31243,1.54618034049888,"small"
"locking",0,1,36444,31243,1.54618034049888,"small"
"longitude",0,1,36444,31243,1.54618034049888,"small"
"longship",0,1,36444,31243,1.54618034049888,"small"
"lookout",0,1,36444,31243,1.54618034049888,"small"
"lounge-bar",0,1,36444,31243,1.54618034049888,"small"
"luggage",0,1,36444,31243,1.54618034049888,"small"
"lunchtime",0,1,36444,31243,1.54618034049888,"small"
"lung",0,1,36444,31243,1.54618034049888,"small"
"lymphoid",0,1,36444,31243,1.54618034049888,"small"
"machinery",0,1,36444,31243,1.54618034049888,"small"
"mackerel",0,1,36444,31243,1.54618034049888,"small"
"mafia",0,1,36444,31243,1.54618034049888,"small"
"magistrate",0,1,36444,31243,1.54618034049888,"small"
"magnifying",0,1,36444,31243,1.54618034049888,"small"
"magnolia",0,1,36444,31243,1.54618034049888,"small"
"mairie",0,1,36444,31243,1.54618034049888,"small"
"major",0,1,36444,31243,1.54618034049888,"small"
"mammal-reptile",0,1,36444,31243,1.54618034049888,"small"
"man-of-war",0,1,36444,31243,1.54618034049888,"small"
"mankind",0,1,36444,31243,1.54618034049888,"small"
"marionette",0,1,36444,31243,1.54618034049888,"small"
"mark-up",0,1,36444,31243,1.54618034049888,"small"
"marmoset",0,1,36444,31243,1.54618034049888,"small"
"marquetry",0,1,36444,31243,1.54618034049888,"small"
"maschotrometer",0,1,36444,31243,1.54618034049888,"small"
"matrix",0,1,36444,31243,1.54618034049888,"small"
"mattress",0,1,36444,31243,1.54618034049888,"small"
"maypole",0,1,36444,31243,1.54618034049888,"small"
"maze",0,1,36444,31243,1.54618034049888,"small"
"medal",0,1,36444,31243,1.54618034049888,"small"
"medi-strip",0,1,36444,31243,1.54618034049888,"small"
"melon",0,1,36444,31243,1.54618034049888,"small"
"metal-cutting",0,1,36444,31243,1.54618034049888,"small"
"metal-working",0,1,36444,31243,1.54618034049888,"small"
"meter",0,1,36444,31243,1.54618034049888,"small"
"mezzanine",0,1,36444,31243,1.54618034049888,"small"
"micro",0,1,36444,31243,1.54618034049888,"small"
"microprocessor",0,1,36444,31243,1.54618034049888,"small"
"microscope",0,1,36444,31243,1.54618034049888,"small"
"mid-river",0,1,36444,31243,1.54618034049888,"small"
"middle-of-the-road",0,1,36444,31243,1.54618034049888,"small"
"midgetman",0,1,36444,31243,1.54618034049888,"small"
"midline",0,1,36444,31243,1.54618034049888,"small"
"midwifery",0,1,36444,31243,1.54618034049888,"small"
"military",0,1,36444,31243,1.54618034049888,"small"
"milk-can",0,1,36444,31243,1.54618034049888,"small"
"mince",0,1,36444,31243,1.54618034049888,"small"
"mineshaft",0,1,36444,31243,1.54618034049888,"small"
"minion",0,1,36444,31243,1.54618034049888,"small"
"minoan",0,1,36444,31243,1.54618034049888,"small"
"misjudgment",0,1,36444,31243,1.54618034049888,"small"
"misting",0,1,36444,31243,1.54618034049888,"small"
"mob",0,1,36444,31243,1.54618034049888,"small"
"mobber",0,1,36444,31243,1.54618034049888,"small"
"moccasin",0,1,36444,31243,1.54618034049888,"small"
"moledet",0,1,36444,31243,1.54618034049888,"small"
"momo",0,1,36444,31243,1.54618034049888,"small"
"money-box",0,1,36444,31243,1.54618034049888,"small"
"moneylender",0,1,36444,31243,1.54618034049888,"small"
"monitor",0,1,36444,31243,1.54618034049888,"small"
"monkey-nut",0,1,36444,31243,1.54618034049888,"small"
"moor",0,1,36444,31243,1.54618034049888,"small"
"moorhen",0,1,36444,31243,1.54618034049888,"small"
"mortar",0,1,36444,31243,1.54618034049888,"small"
"mortise",0,1,36444,31243,1.54618034049888,"small"
"motor-bus",0,1,36444,31243,1.54618034049888,"small"
"motor-cycle",0,1,36444,31243,1.54618034049888,"small"
"motor-powered",0,1,36444,31243,1.54618034049888,"small"
"motorbike",0,1,36444,31243,1.54618034049888,"small"
"motorboat",0,1,36444,31243,1.54618034049888,"small"
"mould",0,1,36444,31243,1.54618034049888,"small"
"moulding",0,1,36444,31243,1.54618034049888,"small"
"mount",0,1,36444,31243,1.54618034049888,"small"
"mousy",0,1,36444,31243,1.54618034049888,"small"
"mouth-microphone",0,1,36444,31243,1.54618034049888,"small"
"mouthbrooding",0,1,36444,31243,1.54618034049888,"small"
"multidisciplinary",0,1,36444,31243,1.54618034049888,"small"
"mummer",0,1,36444,31243,1.54618034049888,"small"
"musical",0,1,36444,31243,1.54618034049888,"small"
"ménage",0,1,36444,31243,1.54618034049888,"small"
"nasty",0,1,36444,31243,1.54618034049888,"small"
"neatly-worked",0,1,36444,31243,1.54618034049888,"small"
